"id","user_id","name","size","type","subtype","alignment","armor_class","hit_points","hit_dice","speed","strength","dexterity","intelligence","wisdom","charisma","constitution","dexterity_save","charisma_save","wisdom_save","stealth","damage_vulnerabilities","damage_resistances","damage_immunities","condition_immunities","senses","languages","challenge_rating","special_abilities","actions","legendary_actions","image_url"
50,1,"Blood Hawk","Small","beast","","unaligned",12,7,"2","10",6,14,3,14,5,10,0,0,0,0,"","","","","passive Perception 14","","CR: 0.125","name : Keen Sight---desc : The hawk has advantage on Wisdom (Perception) checks that rely on sight.---attack_bonus : 0---================================name : Pack Tactics---desc : The hawk has advantage on an attack roll against a creature if at least one of the hawk's allies is within 5 ft. of the creature and the ally isn't incapacitated.---attack_bonus : 0---","name : Beak---desc : Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage.---attack_bonus : 4---damage_dice : 1d4---damage_bonus : 2---","","http://www.dnd5eapi.co/api/monsters/50"
51,1,"Blue Dragon Wyrmling","Medium","dragon","","lawful evil",17,52,"8","30",17,10,12,11,15,15,2,4,2,2,"","","lightning","","blindsight 10 ft., darkvision 60 ft., passive Perception 14","Draconic","CR: 3","","name : Bite---desc : Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage plus 3 (1d6) lightning damage.---attack_bonus : 5---damage_dice : 1d10 + 1d6---damage_bonus : 3---================================name : Lightning Breath (Recharge 5-6)---desc : The dragon exhales lightning in a 30-foot line that is 5 feet wide. Each creature in that line must make a DC 12 Dexterity saving throw, taking 22 (4d10) lightning damage on a failed save, or half as much damage on a successful one.---attack_bonus : 0---damage_dice : 4d10---","","http://www.dnd5eapi.co/api/monsters/51"
52,1,"Boar","Medium","beast","","unaligned",11,11,"2","40",13,11,2,9,5,12,0,0,0,0,"","","","","passive Perception 9","","CR: 0.25","name : Charge---desc : If the boar moves at least 20 ft. straight toward a target and then hits it with a tusk attack on the same turn, the target takes an extra 3 (1d6) slashing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.---attack_bonus : 0---damage_dice : 1d6---================================name : Relentless (Recharges after a Short or Long Rest)---desc : If the boar takes 7 damage or less that would reduce it to 0 hit points, it is reduced to 1 hit point instead.---attack_bonus : 0---","name : Tusk---desc : Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) slashing damage.---attack_bonus : 3---damage_dice : 1d6---damage_bonus : 1---","","http://www.dnd5eapi.co/api/monsters/52"
53,1,"Bone Devil","Large","fiend","devil","lawful evil",19,142,"15","40",18,16,13,14,16,18,0,7,6,0,"","cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison","poisoned","darkvision 120 ft., passive Perception 9","Infernal, telepathy 120 ft.","CR: 12","name : Devil's Sight---desc : Magical darkness doesn't impede the devil's darkvision.---attack_bonus : 0---================================name : Magic Resistance---desc : The devil has advantage on saving throws against spells and other magical effects.---attack_bonus : 0---","name : Multiattack---desc : The devil makes three attacks: two with its claws and one with its sting.---attack_bonus : 0---================================name : Multiattack---desc : The devil makes three attacks: two with its claws and one with its sting.---attack_bonus : 0---================================name : Claw---desc : Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 8 (1d8 + 4) slashing damage.---attack_bonus : 8---damage_dice : 1d8---damage_bonus : 4---================================name : Claw---desc : Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 8 (1d8 + 4) slashing damage.---attack_bonus : 8---damage_dice : 1d8---damage_bonus : 4---================================name : Sting---desc : Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success .---attack_bonus : 8---damage_dice : 2d8---damage_bonus : 4---================================name : Sting---desc : Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success .---attack_bonus : 8---damage_dice : 2d8---damage_bonus : 4---","","http://www.dnd5eapi.co/api/monsters/53"
54,1,"Brass Dragon Wyrmling","Medium","dragon","","chaotic good",16,16,"3","30",15,10,10,11,13,13,2,3,2,2,"","","fire","","blindsight 10 ft., darkvision 60 ft., passive Perception 14","Draconic","CR: 1","","name : Bite---desc : Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage.---attack_bonus : 4---damage_dice : 1d10---damage_bonus : 2---================================name : Breath Weapons (Recharge 5-6)---desc : The dragon uses one of the following breath weapons.
Fire Breath. The dragon exhales fire in an 20-foot line that is 5 feet wide. Each creature in that line must make a DC 11 Dexterity saving throw, taking 14 (4d6) fire damage on a failed save, or half as much damage on a successful one.
Sleep Breath. The dragon exhales sleep gas in a 15-foot cone. Each creature in that area must succeed on a DC 11 Constitution saving throw or fall unconscious for 1 minute. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.---attack_bonus : 0---damage_dice : 4d6---","","http://www.dnd5eapi.co/api/monsters/54"
55,1,"Bronze Dragon Wyrmling","Medium","dragon","","lawful good",17,32,"5","30",17,10,12,11,15,15,2,4,2,2,"","","lightning","","blindsight 10 ft., darkvision 60 ft., passive Perception 14","Draconic","CR: 2","name : Amphibious---desc : The dragon can breathe air and water.---attack_bonus : 0---","name : Bite---desc : Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage.---attack_bonus : 5---damage_dice : 1d10---damage_bonus : 3---================================name : Breath Weapons (Recharge 5-6)---desc : The dragon uses one of the following breath weapons.
Lightning Breath. The dragon exhales lightning in a 40-foot line that is 5 feet wide. Each creature in that line must make a DC 12 Dexterity saving throw, taking 16 (3d10) lightning damage on a failed save, or half as much damage on a successful one.
Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 12 Strength saving throw. On a failed save, the creature is pushed 30 feet away from the dragon.---attack_bonus : 0---damage_dice : 3d10---","","http://www.dnd5eapi.co/api/monsters/55"
56,1,"Brown Bear","Large","beast","","unaligned",11,34,"4","40",19,10,2,13,7,16,0,0,0,0,"","","","","passive Perception 13","","CR: 1","name : Keen Smell---desc : The bear has advantage on Wisdom (Perception) checks that rely on smell.---attack_bonus : 0---","name : Multiattack---desc : The bear makes two attacks: one with its bite and one with its claws.---attack_bonus : 0---================================name : Bite---desc : Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.---attack_bonus : 5---damage_dice : 1d8---damage_bonus : 4---================================name : Claws---desc : Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.---attack_bonus : 5---damage_dice : 2d6---damage_bonus : 4---","","http://www.dnd5eapi.co/api/monsters/56"
57,1,"Bugbear","Medium","humanoid","goblinoid","chaotic evil",16,27,"5","30",15,14,8,11,9,13,0,0,0,6,"","","","","darkvision 60 ft., passive Perception 10","Common, Goblin","CR: 1","name : Brute---desc : A melee weapon deals one extra die of its damage when the bugbear hits with it (included in the attack).---attack_bonus : 0---================================name : Surprise Attack---desc : If the bugbear surprises a creature and hits it with an attack during the first round of combat, the target takes an extra 7 (2d6) damage from the attack.---attack_bonus : 0---damage_dice : 2d6---","name : Morningstar---desc : Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 11 (2d8 + 2) piercing damage.---attack_bonus : 4---damage_dice : 2d8---damage_bonus : 2---================================name : Javelin---desc : Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 9 (2d6 + 2) piercing damage in melee or 5 (1d6 + 2) piercing damage at range.---attack_bonus : 4---damage_dice : 2d6---damage_bonus : 2---","","https://c1.staticflickr.com/4/3151/3103741964_1f6737febc.jpg"
58,1,"Bulette","Large","monstrosity","","unaligned",17,94,"9","40",19,11,2,10,5,21,0,0,0,0,"","","","","darkvision 60 ft., tremorsense 60 ft., passive Perception 16","","CR: 5","name : Standing Leap---desc : The bulette's long jump is up to 30 ft. and its high jump is up to 15 ft., with or without a running start.---attack_bonus : 0---","name : Bite---desc : Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 30 (4d12 + 4) piercing damage.---attack_bonus : 7---damage_dice : 4d12---damage_bonus : 4---================================name : Deadly Leap---desc : If the bulette jumps at least 15 ft. as part of its movement, it can then use this action to land on its ft. in a space that contains one or more other creatures. Each of those creatures must succeed on a DC 16 Strength or Dexterity saving throw (target's choice) or be knocked prone and take 14 (3d6 + 4) bludgeoning damage plus 14 (3d6 + 4) slashing damage. On a successful save, the creature takes only half the damage, isn't knocked prone, and is pushed 5 ft. out of the bulette's space into an unoccupied space of the creature's choice. If no unoccupied space is within range, the creature instead falls prone in the bulette's space.---attack_bonus : 0---","","http://www.dnd5eapi.co/api/monsters/58"
59,1,"Camel","Large","beast","","unaligned",9,15,"2","50",16,8,2,8,5,14,0,0,0,0,"","","","","passive Perception 9","","CR: 0.125","","name : Bite---desc : Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.---attack_bonus : 5---damage_dice : 1d4---","","http://www.dnd5eapi.co/api/monsters/59"
60,1,"Carrion Crawler","Large","monstrosity","","unaligned",13,51,"6","30",14,13,1,12,5,16,0,0,0,0,"","","","","darkvision 60 ft., passive Perception 13","","CR: 2","name : Keen Smell---desc : The carrion crawler has advantage on Wisdom (Perception) checks that rely on smell.---attack_bonus : 0---================================name : Spider Climb---desc : The carrion crawler can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.---attack_bonus : 0---","name : Multiattack---desc : The carrion crawler makes two attacks: one with its tentacles and one with its bite.---attack_bonus : 0---================================name : Tentacles---desc : Melee Weapon Attack: +8 to hit, reach 10 ft., one creature. Hit: 4 (1d4 + 2) poison damage, and the target must succeed on a DC 13 Constitution saving throw or be poisoned for 1 minute. Until this poison ends, the target is paralyzed. The target can repeat the saving throw at the end of each of its turns, ending the poison on itself on a success.---attack_bonus : 8---damage_dice : 1d4---damage_bonus : 2---================================name : Bite---desc : Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage.---attack_bonus : 4---damage_dice : 2d4---damage_bonus : 2---","","http://www.dnd5eapi.co/api/monsters/60"
61,1,"Cat","Tiny","beast","","unaligned",12,2,"1","40",3,15,3,12,7,10,0,0,0,4,"","","","","passive Perception 13","","CR: 0","name : Keen Smell---desc : The cat has advantage on Wisdom (Perception) checks that rely on smell.---attack_bonus : 0---","name : Claws---desc : Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 slashing damage.---attack_bonus : 0---damage_bonus : 1---","","http://www.dnd5eapi.co/api/monsters/61"
62,1,"Cave Bear","Large","beast","","unaligned",12,42,"5","40",20,10,2,13,7,16,0,0,0,0,"","","","","darkvision 60 ft., passive Perception 13","","CR: 2","name : Keen Smell---desc : The bear has advantage on Wisdom (Perception) checks that rely on smell.---attack_bonus : 0---","name : Multiattack---desc : The bear makes two attacks: one with its bite and one with its claws.---attack_bonus : 0---================================name : Bite---desc : Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 9 (1d8 + 5) piercing damage.---attack_bonus : 7---damage_dice : 1d8---damage_bonus : 5---================================name : Claws---desc : Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.---attack_bonus : 7---damage_dice : 2d6---damage_bonus : 5---","","http://www.dnd5eapi.co/api/monsters/62"
63,1,"Centaur","Large","monstrosity","","neutral good",12,45,"6","50",18,14,9,13,11,14,0,0,0,0,"","","","","passive Perception 13","Elvish, Sylvan","CR: 2","name : Charge---desc : If the centaur moves at least 30 ft. straight toward a target and then hits it with a pike attack on the same turn, the target takes an extra 10 (3d6) piercing damage.---attack_bonus : 0---damage_dice : 3d6---","name : Multiattack---desc : The centaur makes two attacks: one with its pike and one with its hooves or two with its longbow.---attack_bonus : 0---================================name : Pike---desc : Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 9 (1d10 + 4) piercing damage.---attack_bonus : 6---damage_dice : 1d10---damage_bonus : 4---================================name : Hooves---desc : Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.---attack_bonus : 6---damage_dice : 2d6---damage_bonus : 4---================================name : Longbow---desc : Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.---attack_bonus : 4---damage_dice : 1d8---damage_bonus : 2---","","http://www.dnd5eapi.co/api/monsters/63"
64,1,"Chain Devil","Medium","fiend","devil","lawful evil",16,85,"10","30",18,15,11,12,14,18,0,0,0,0,"","cold; bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered","fire, poison","poisoned","darkvision 120 ft., passive Perception 8","Infernal, telepathy 120 ft.","CR: 11","name : Devil's Sight---desc : Magical darkness doesn't impede the devil's darkvision.---attack_bonus : 0---================================name : Magic Resistance---desc : The devil has advantage on saving throws against spells and other magical effects.---attack_bonus : 0---","name : Multiattack---desc : The devil makes two attacks with its chains.---attack_bonus : 0---================================name : Chain---desc : Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) slashing damage. The target is grappled (escape DC 14) if the devil isn't already grappling a creature. Until this grapple ends, the target is restrained and takes 7 (2d6) piercing damage at the start of each of its turns.---attack_bonus : 8---damage_dice : 2d6---damage_bonus : 4---================================name : Animate Chains (Recharges after a Short or Long Rest)---desc : Up to four chains the devil can see within 60 feet of it magically sprout razor-edged barbs and animate under the devil's control, provided that the chains aren't being worn or carried.
Each animated chain is an object with AC 20, 20 hit points, resistance to piercing damage, and immunity to psychic and thunder damage. When the devil uses Multiattack on its turn, it can use each animated chain to make one additional chain attack. An animated chain can grapple one creature of its own but can't make attacks while grappling. An animated chain reverts to its inanimate state if reduced to 0 hit points or if the devil is incapacitated or dies.---attack_bonus : 0---","","http://www.dnd5eapi.co/api/monsters/64"
65,1,"Chimera","Large","monstrosity","","chaotic evil",14,114,"12","30",19,11,3,14,10,19,0,0,0,0,"","","","","darkvision 60 ft., passive Perception 18","understands Draconic but can't speak","CR: 6","","name : Multiattack---desc : The chimera makes three attacks: one with its bite, one with its horns, and one with its claws. When its fire breath is available, it can use the breath in place of its bite or horns.---attack_bonus : 0---================================name : Bite---desc : Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) piercing damage.---attack_bonus : 7---damage_dice : 2d6---damage_bonus : 4---================================name : Horns---desc : Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) bludgeoning damage.---attack_bonus : 7---damage_dice : 1d12---damage_bonus : 4---================================name : Claws---desc : Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.---attack_bonus : 7---damage_dice : 2d6---damage_bonus : 4---================================name : Fire Breath (Recharge 5-6)---desc : The dragon head exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 31 (7d8) fire damage on a failed save, or half as much damage on a successful one.---attack_bonus : 0---damage_dice : 7d8---","","http://www.dnd5eapi.co/api/monsters/65"
66,1,"Chuul","Large","aberration","","chaotic evil",16,93,"11","30",19,10,5,11,5,16,0,0,0,0,"","","poison","poisoned","darkvision 60 ft., passive Perception 14","understands Deep Speech but can't speak","CR: 4","name : Amphibious---desc : The chuul can breathe air and water.---attack_bonus : 0---================================name : Sense Magic---desc : The chuul senses magic within 120 feet of it at will. This trait otherwise works like the detect magic spell but isn't itself magical.---attack_bonus : 0---","name : Multiattack---desc : The chuul makes two pincer attacks. If the chuul is grappling a creature, the chuul can also use its tentacles once.---attack_bonus : 0---================================name : Pincer---desc : Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage. The target is grappled (escape DC 14) if it is a Large or smaller creature and the chuul doesn't have two other creatures grappled.---attack_bonus : 6---damage_dice : 2d6---damage_bonus : 4---================================name : Tentacles---desc : One creature grappled by the chuul must succeed on a DC 13 Constitution saving throw or be poisoned for 1 minute. Until this poison ends, the target is paralyzed. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.---attack_bonus : 0---","","http://www.dnd5eapi.co/api/monsters/66"
67,1,"Clay Golem","Large","construct","","unaligned",14,133,"14","20",20,9,3,8,1,18,0,0,0,0,"","","acid, poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","darkvision 60 ft., passive Perception 9","understands the languages of its creator but can't speak","CR: 9","name : Acid Absorption---desc : Whenever the golem is subjected to acid damage, it takes no damage and instead regains a number of hit points equal to the acid damage dealt.---attack_bonus : 0---================================name : Berserk---desc : Whenever the golem starts its turn with 60 hit points or fewer, roll a d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object, with preference for an object smaller than itself. Once the golem goes berserk, it continues to do so until it is destroyed or regains all its hit points.---attack_bonus : 0---================================name : Immutable Form---desc : The golem is immune to any spell or effect that would alter its form.---attack_bonus : 0---================================name : Magic Resistance---desc : The golem has advantage on saving throws against spells and other magical effects.---attack_bonus : 0---================================name : Magic Weapons---desc : The golem's weapon attacks are magical.---attack_bonus : 0---","name : Multiattack---desc : The golem makes two slam attacks.---attack_bonus : 0---================================name : Slam---desc : Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw or have its hit point maximum reduced by an amount equal to the damage taken. The target dies if this attack reduces its hit point maximum to 0. The reduction lasts until removed by the greater restoration spell or other magic.---attack_bonus : 8---damage_dice : 2d10---damage_bonus : 5---================================name : Haste (Recharge 5-6)---desc : Until the end of its next turn, the golem magically gains a +2 bonus to its AC, has advantage on Dexterity saving throws, and can use its slam attack as a bonus action.---attack_bonus : 0---","","http://www.dnd5eapi.co/api/monsters/67"
68,1,"Cloaker","Large","aberration","","chaotic neutral",14,78,"12","10",17,15,13,12,14,12,0,0,0,5,"","","","","darkvision 60 ft., passive Perception 11","Deep Speech, Undercommon","CR: 8","name : Damage Transfer---desc : While attached to a creature, the cloaker takes only half the damage dealt to it (rounded down). and that creature takes the other half.---attack_bonus : 0---================================name : False Appearance---desc : While the cloaker remains motionless without its underside exposed, it is indistinguishable from a dark leather cloak.---attack_bonus : 0---================================name : Light Sensitivity---desc : While in bright light, the cloaker has disadvantage on attack rolls and Wisdom (Perception) checks that rely on sight.---attack_bonus : 0---","name : Multiattack---desc : The cloaker makes two attacks: one with its bite and one with its tail.---attack_bonus : 0---================================name : Bite---desc : Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 10 (2d6 + 3) piercing damage, and if the target is Large or smaller, the cloaker attaches to it. If the cloaker has advantage against the target, the cloaker attaches to the target's head, and the target is blinded and unable to breathe while the cloaker is attached. While attached, the cloaker can make this attack only against the target and has advantage on the attack roll. The cloaker can detach itself by spending 5 feet of its movement. A creature, including the target, can take its action to detach the cloaker by succeeding on a DC 16 Strength check.---attack_bonus : 6---damage_dice : 2d6---damage_bonus : 3---================================name : Tail---desc : Melee Weapon Attack: +6 to hit, reach 10 ft., one creature. Hit: 7 (1d8 + 3) slashing damage.---attack_bonus : 6---damage_dice : 1d8---damage_bonus : 3---================================name : Moan---desc : Each creature within 60 feet of the cloaker that can hear its moan and that isn't an aberration must succeed on a DC 13 Wisdom saving throw or become frightened until the end of the cloaker's next turn. If a creature's saving throw is successful, the creature is immune to the cloaker's moan for the next 24 hours.---attack_bonus : 0---================================name : Phantasms (Recharges after a Short or Long Rest)---desc : The cloaker magically creates three illusory duplicates of itself if it isn't in bright light. The duplicates move with it and mimic its actions, shifting position so as to make it impossible to track which cloaker is the real one. If the cloaker is ever in an area of bright light, the duplicates disappear.
Whenever any creature targets the cloaker with an attack or a harmful spell while a duplicate remains, that creature rolls randomly to determine whether it targets the cloaker or one of the duplicates. A creature is unaffected by this magical effect if it can't see or if it relies on senses other than sight.
A duplicate has the cloaker's AC and uses its saving throws. If an attack hits a duplicate, or if a duplicate fails a saving throw against an effect that deals damage, the duplicate disappears.---attack_bonus : 0---","","http://www.dnd5eapi.co/api/monsters/68"
69,1,"Cloud Giant","Huge","giant","","neutral good (50%) or neutral evil (50%)",14,200,"16","40",27,10,12,16,16,22,0,7,7,0,"","","","","passive Perception 17","Common, Giant","CR: 9","name : Keen Smell---desc : The giant has advantage on Wisdom (Perception) checks that rely on smell.---attack_bonus : 0---================================name : Innate Spellcasting---desc : The giant's innate spellcasting ability is Charisma. It can innately cast the following spells, requiring no material components:

At will: detect magic, fog cloud, light
3/day each: feather fall, fly, misty step, telekinesis
1/day each: control weather, gaseous form---attack_bonus : 0---","name : Multiattack---desc : The giant makes two morningstar attacks.---attack_bonus : 0---================================name : Morningstar---desc : Melee Weapon Attack: +12 to hit, reach 10 ft., one target. Hit: 21 (3d8 + 8) piercing damage.---attack_bonus : 12---damage_dice : 3d8---damage_bonus : 8---================================name : Rock---desc : Ranged Weapon Attack: +12 to hit, range 60/240 ft., one target. Hit: 30 (4d10 + 8) bludgeoning damage.---attack_bonus : 12---damage_dice : 4d10---damage_bonus : 8---","","http://www.dnd5eapi.co/api/monsters/69"
70,1,"Cockatrice","Small","monstrosity","","unaligned",11,27,"6","20",6,12,2,13,5,12,0,0,0,0,"","","","","darkvision 60 ft., passive Perception 11","","CR: 0.5","","name : Bite---desc : Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 3 (1d4 + 1) piercing damage, and the target must succeed on a DC 11 Constitution saving throw against being magically petrified. On a failed save, the creature begins to turn to stone and is restrained. It must repeat the saving throw at the end of its next turn. On a success, the effect ends. On a failure, the creature is petrified for 24 hours.---attack_bonus : 3---damage_dice : 1d4---damage_bonus : 1---","","http://www.dnd5eapi.co/api/monsters/70"
71,1,"Commoner","Medium","humanoid","any race","any alignment",10,4,"1","30",10,10,10,10,10,10,0,0,0,0,"","","","","passive Perception 10","any one language (usually Common)","CR: 0","","name : Club---desc : Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.---attack_bonus : 2---damage_dice : 1d4---","","http://www.dnd5eapi.co/api/monsters/71"
72,1,"Constrictor Snake","Large","beast","","unaligned",12,13,"2","30",15,14,1,10,3,12,0,0,0,0,"","","","","blindsight 10 ft., passive Perception 10","","CR: 0.25","","name : Bite---desc : Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) piercing damage.---attack_bonus : 4---damage_dice : 1d6---damage_bonus : 2---================================name : Constrict---desc : Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 6 (1d8 + 2) bludgeoning damage, and the target is grappled (escape DC 14). Until this grapple ends, the creature is restrained, and the snake can't constrict another target.---attack_bonus : 4---damage_dice : 1d8---damage_bonus : 2---","","http://www.dnd5eapi.co/api/monsters/72"
73,1,"Copper Dragon Wyrmling","Medium","dragon","","chaotic good",16,22,"4","30",15,12,14,11,13,13,3,3,2,3,"","","acid","","blindsight 10 ft., darkvision 60 ft., passive Perception 14","Draconic","CR: 1","","name : Bite---desc : Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage.---attack_bonus : 4---damage_dice : 1d10---damage_bonus : 2---================================name : Breath Weapons (Recharge 5-6)---desc : The dragon uses one of the following breath weapons.
Acid Breath. The dragon exhales acid in an 20-foot line that is 5 feet wide. Each creature in that line must make a DC 11 Dexterity saving throw, taking 18 (4d8) acid damage on a failed save, or half as much damage on a successful one.
Slowing Breath. The dragon exhales gas in a 1 5-foot cone. Each creature in that area must succeed on a DC 11 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.---attack_bonus : 0---damage_dice : 4d8---","","http://www.dnd5eapi.co/api/monsters/73"
74,1,"Couatl","Medium","celestial","","lawful good",19,97,"13","30",16,20,18,20,18,17,0,6,7,0,"","radiant","psychic; bludgeoning, piercing, and slashing from nonmagical weapons","","truesight 120 ft., passive Perception 15","all, telepathy 120 ft.","CR: 4","name : Innate Spellcasting---desc : The couatl's spellcasting ability is Charisma (spell save DC 14). It can innately cast the following spells, requiring only verbal components:

At will: detect evil and good, detect magic, detect thoughts
3/day each: bless, create food and water, cure wounds, lesser restoration, protection from poison, sanctuary, shield
1/day each: dream, greater restoration, scrying---attack_bonus : 0---================================name : Magic Weapons---desc : The couatl's weapon attacks are magical.---attack_bonus : 0---================================name : Shielded Mind---desc : The couatl is immune to scrying and to any effect that would sense its emotions, read its thoughts, or detect its location.---attack_bonus : 0---","name : Bite---desc : Melee Weapon Attack: +8 to hit, reach 5 ft., one creature. Hit: 8 (1d6 + 5) piercing damage, and the target must succeed on a DC 13 Constitution saving throw or be poisoned for 24 hours. Until this poison ends, the target is unconscious. Another creature can use an action to shake the target awake.---attack_bonus : 8---damage_dice : 1d6---damage_bonus : 5---================================name : Constrict---desc : Melee Weapon Attack: +6 to hit, reach 10 ft., one Medium or smaller creature. Hit: 10 (2d6 + 3) bludgeoning damage, and the target is grappled (escape DC 15). Until this grapple ends, the target is restrained, and the couatl can't constrict another target.---attack_bonus : 6---damage_dice : 2d6---damage_bonus : 3---================================name : Change Shape---desc : The couatl magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the couatl's choice).
In a new form, the couatl retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and other actions are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks. If the new form has a bite attack, the couatl can use its bite in that form.---attack_bonus : 0---","","http://www.dnd5eapi.co/api/monsters/74"
75,1,"Crab","Tiny","beast","","unaligned",11,2,"1","20",2,11,1,8,2,10,0,0,0,2,"","","","","blindsight 30 ft., passive Perception 9","","CR: 0","name : Amphibious---desc : The crab can breathe air and water.---attack_bonus : 0---","name : Claw---desc : Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 bludgeoning damage.---attack_bonus : 0---damage_bonus : 1---","","http://www.dnd5eapi.co/api/monsters/75"
76,1,"Crocodile","Large","beast","","unaligned",12,19,"3","20",15,10,2,10,5,13,0,0,0,2,"","","","","passive Perception 10","","CR: 0.5","name : Hold Breath---desc : The crocodile can hold its breath for 15 minutes.---attack_bonus : 0---","name : Bite---desc : Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target is grappled (escape DC 12). Until this grapple ends, the target is restrained, and the crocodile can't bite another target---attack_bonus : 4---damage_dice : 1d10---damage_bonus : 2---","","http://www.dnd5eapi.co/api/monsters/76"
